school,thk,prethk,cc,gprethk,d,d2,d3,d4,d5
508,3,4,0,2.7195122241973877,1,3,3,1,4
508,4,3,0,2.7195122241973877,1,2,1,2,0
508,4,4,0,2.7195122241973877,2,2,2,2,1
508,4,4,0,2.7195122241973877,2,2,2,2,3
508,4,4,0,2.7195122241973877,2,1,2,4,3
508,4,4,0,2.7195122241973877,1,3,3,3,2
508,2,1,0,2.7195122241973877,3,3,2,2,3
508,2,0,0,2.7195122241973877,0,1,3,3,1
508,4,4,0,2.7195122241973877,0,2,0,0,3
508,1,1,0,2.7195122241973877,3,0,1,2,2
508,3,3,0,2.7195122241973877,1,1,0,2,2
508,3,4,0,2.7195122241973877,3,1,1,2,2
508,2,3,0,2.7195122241973877,1,2,1,0,2
508,4,3,0,2.7195122241973877,1,2,2,2,4
508,4,2,0,2.7195122241973877,3,2,1,4,2
508,4,1,0,2.7195122241973877,2,4,0,2,3
508,3,2,0,2.7195122241973877,1,0,2,2,2
508,2,3,0,2.7195122241973877,3,1,3,2,1
508,4,2,0,2.7195122241973877,1,3,2,3,2
508,2,1,0,2.7195122241973877,2,2,1,2,4
508,1,0,0,2.7195122241973877,2,2,3,3,3
508,2,3,0,2.7195122241973877,4,4,2,3,1
508,4,5,0,2.7195122241973877,3,3,2,4,3
508,2,1,0,2.7195122241973877,3,2,2,1,3
508,3,3,0,2.7195122241973877,3,1,2,0,2
508,4,2,0,2.7195122241973877,1,2,2,2,4
508,4,4,0,2.7195122241973877,2,0,2,2,4
508,1,3,0,2.7195122241973877,0,1,0,3,4
508,3,3,0,2.7195122241973877,4,1,2,2,3
508,3,3,0,2.7195122241973877,2,3,2,1,4
508,3,1,0,2.7195122241973877,3,1,2,4,3
508,3,4,0,2.7195122241973877,2,2,3,4,2
508,1,1,0,2.7195122241973877,1,2,2,0,3
508,3,2,0,2.7195122241973877,2,1,1,3,1
508,3,2,0,2.7195122241973877,2,2,1,2,0
508,2,2,0,2.7195122241973877,2,4,3,4,1
508,1,2,0,2.7195122241973877,3,2,2,3,4
508,4,3,0,2.7195122241973877,1,4,3,1,2
508,4,2,0,2.7195122241973877,2,0,2,2,1
508,2,3,0,2.7195122241973877,2,1,1,3,3
508,4,4,0,2.7195122241973877,2,3,0,0,1
508,3,5,0,2.7195122241973877,3,2,3,2,2
508,2,1,0,2.7195122241973877,4,1,2,2,2
508,3,4,0,2.7195122241973877,3,4,2,4,2
508,2,4,0,2.7195122241973877,0,0,3,3,2
508,4,4,0,2.7195122241973877,2,0,2,1,1
508,2,2,0,2.7195122241973877,2,1,1,0,2
508,1,1,0,2.7195122241973877,2,3,0,2,3
508,3,1,0,2.7195122241973877,1,1,2,4,1
508,2,1,0,2.7195122241973877,1,3,3,2,3
508,4,3,0,2.7195122241973877,0,1,3,0,3
508,4,2,0,2.7195122241973877,0,2,1,0,1
508,3,2,0,2.7195122241973877,4,2,3,2,2
508,1,1,0,2.7195122241973877,1,2,2,3,3
508,3,2,0,2.7195122241973877,2,2,3,2,1
508,2,1,0,2.7195122241973877,0,2,2,3,2
508,2,3,0,2.7195122241973877,2,3,2,4,1
508,3,3,0,2.7195122241973877,3,2,0,2,3
508,4,3,0,2.7195122241973877,1,3,0,1,1
508,4,3,0,2.7195122241973877,1,4,1,2,3
508,2,2,0,2.7195122241973877,4,1,4,3,3
508,4,4,0,2.7195122241973877,3,2,2,2,3
508,4,3,0,2.7195122241973877,1,2,3,1,2
508,4,5,0,2.7195122241973877,2,2,0,4,2
508,3,3,0,2.7195122241973877,3,2,2,1,2
509,1,1,1,1.7456140518188477,3,3,3,3,0
509,2,2,1,1.7456140518188477,2,1,3,1,2
509,3,1,1,1.7456140518188477,3,1,0,4,2
509,3,1,1,1.7456140518188477,0,2,1,4,1
509,3,2,1,1.7456140518188477,1,3,1,2,2
509,2,2,1,1.7456140518188477,1,2,2,2,3
509,4,1,1,1.7456140518188477,4,2,2,3,2
509,4,2,1,1.7456140518188477,2,0,4,1,1
509,2,1,1,1.7456140518188477,4,1,3,4,1
509,4,5,1,1.7456140518188477,2,2,2,1,2
509,4,3,1,1.7456140518188477,3,2,3,3,1
509,3,3,1,1.7456140518188477,1,3,2,3,2
509,3,3,1,1.7456140518188477,2,2,2,3,2
509,4,4,1,1.7456140518188477,3,2,1,2,2
509,4,3,1,1.7456140518188477,2,2,2,1,1
509,3,5,1,1.7456140518188477,0,2,3,2,0
509,3,1,1,1.7456140518188477,4,4,4,1,2
509,4,0,1,1.7456140518188477,2,3,3,2,1
509,2,2,1,1.7456140518188477,2,1,2,3,1
509,4,1,1,1.7456140518188477,4,2,2,2,1
509,1,0,1,1.7456140518188477,2,2,2,0,2
509,1,2,1,1.7456140518188477,2,1,2,1,4
509,3,1,1,1.7456140518188477,1,3,1,0,4
509,3,1,1,1.7456140518188477,0,2,1,3,3
509,4,3,1,1.7456140518188477,2,2,2,3,2
509,2,0,1,1.7456140518188477,2,3,1,1,0
509,3,2,1,1.7456140518188477,2,0,2,0,2
509,2,1,1,1.7456140518188477,3,3,2,1,2
509,2,0,1,1.7456140518188477,2,1,1,3,2
509,1,4,1,1.7456140518188477,2,2,3,3,4
509,4,2,1,1.7456140518188477,0,1,1,1,1
509,1,2,1,1.7456140518188477,2,2,3,1,4
509,3,4,1,1.7456140518188477,2,3,1,2,3
509,3,3,1,1.7456140518188477,4,2,0,1,2
509,1,0,1,1.7456140518188477,2,3,1,4,1
509,2,2,1,1.7456140518188477,2,0,2,3,0
509,2,1,1,1.7456140518188477,3,2,1,2,1
509,2,2,1,1.7456140518188477,2,0,2,0,2
509,2,1,1,1.7456140518188477,3,2,0,2,1
509,3,3,1,1.7456140518188477,2,2,3,2,2
509,4,3,1,1.7456140518188477,1,2,3,4,2
509,1,1,1,1.7456140518188477,4,2,1,1,2
509,3,2,1,1.7456140518188477,0,4,0,2,2
509,4,2,1,1.7456140518188477,2,2,2,2,2
509,3,1,1,1.7456140518188477,0,0,2,2,2
509,2,2,1,1.7456140518188477,4,3,2,2,1
509,1,2,1,1.7456140518188477,2,2,1,3,1
509,2,2,1,1.7456140518188477,2,2,2,4,3
509,4,3,1,1.7456140518188477,2,1,2,3,1
509,3,1,1,1.7456140518188477,2,2,3,2,1
509,4,5,1,1.7456140518188477,2,2,3,2,2
509,1,0,1,1.7456140518188477,4,4,3,2,3
509,3,2,1,1.7456140518188477,1,1,2,3,2
509,4,1,1,1.7456140518188477,2,1,2,4,0
509,3,2,1,1.7456140518188477,2,2,3,2,3
509,4,2,1,1.7456140518188477,2,4,1,2,3
509,3,1,1,1.7456140518188477,4,2,3,0,2
509,4,2,1,1.7456140518188477,0,2,3,2,3
509,3,2,1,1.7456140518188477,1,2,2,0,2
509,2,4,1,1.7456140518188477,2,4,2,1,2
509,3,1,1,1.7456140518188477,3,2,0,2,3
509,3,1,1,1.7456140518188477,1,0,1,2,3
509,3,2,1,1.7456140518188477,3,3,2,2,2
509,2,0,1,1.7456140518188477,2,2,2,1,2
509,3,0,1,1.7456140518188477,2,2,4,2,2
509,3,2,1,1.7456140518188477,4,0,2,1,3
509,2,2,1,1.7456140518188477,1,2,3,3,3
509,3,0,1,1.7456140518188477,1,1,1,3,1
509,3,4,1,1.7456140518188477,2,2,3,3,0
509,4,4,1,1.7456140518188477,2,1,3,0,1
509,1,1,1,1.7456140518188477,1,2,3,1,1
509,2,1,1,1.7456140518188477,3,2,2,0,2
509,3,2,1,1.7456140518188477,4,2,1,0,2
509,3,0,1,1.7456140518188477,3,1,1,2,3
509,2,3,1,1.7456140518188477,1,1,2,2,4
509,2,2,1,1.7456140518188477,2,4,3,1,2
509,2,2,1,1.7456140518188477,2,0,2,1,2
509,1,2,1,1.7456140518188477,4,3,1,1,0
509,3,1,1,1.7456140518188477,2,0,3,2,2
509,4,1,1,1.7456140518188477,1,2,2,0,1
509,1,1,1,1.7456140518188477,1,1,1,2,1
509,1,2,1,1.7456140518188477,2,2,2,2,2
509,1,2,1,1.7456140518188477,0,2,4,0,2
509,4,3,1,1.7456140518188477,3,1,0,3,2
509,1,0,1,1.7456140518188477,2,2,2,2,4
509,1,2,1,1.7456140518188477,4,0,4,1,3
509,1,0,1,1.7456140518188477,1,4,4,2,0
509,4,0,1,1.7456140518188477,2,1,1,0,1
509,3,2,1,1.7456140518188477,2,1,4,3,3
509,2,2,1,1.7456140518188477,1,0,3,1,3
509,4,1,1,1.7456140518188477,2,3,2,3,2
509,4,3,1,1.7456140518188477,3,1,2,2,1
509,4,4,1,1.7456140518188477,4,3,2,2,1
509,2,2,1,1.7456140518188477,1,2,2,2,2
509,4,1,1,1.7456140518188477,3,0,1,3,2
509,2,3,1,1.7456140518188477,1,2,0,1,2
509,2,0,1,1.7456140518188477,2,2,2,1,2
509,3,2,1,1.7456140518188477,1,2,1,2,3
509,1,0,1,1.7456140518188477,3,3,1,3,2
509,4,1,1,1.7456140518188477,0,0,2,2,4
509,3,2,1,1.7456140518188477,1,4,1,1,2
509,3,2,1,1.7456140518188477,2,4,1,3,3
509,3,0,1,1.7456140518188477,2,2,3,4,3
509,1,2,1,1.7456140518188477,4,2,3,1,3
509,4,1,1,1.7456140518188477,2,0,1,3,2
509,2,1,1,1.7456140518188477,2,2,2,3,0
509,3,2,1,1.7456140518188477,3,2,2,4,1
509,3,2,1,1.7456140518188477,3,4,4,0,2
509,2,3,1,1.7456140518188477,3,2,2,2,1
509,4,1,1,1.7456140518188477,2,2,3,1,1
509,3,1,1,1.7456140518188477,3,4,0,3,2
509,1,1,1,1.7456140518188477,1,2,3,2,4
509,2,2,1,1.7456140518188477,3,0,1,2,3
509,1,0,1,1.7456140518188477,1,1,1,3,2
510,2,1,1,2.238938093185425,0,3,2,2,2
510,4,1,1,2.238938093185425,4,3,2,1,4
510,4,2,1,2.238938093185425,2,2,2,4,2
510,4,5,1,2.238938093185425,0,3,3,1,2
510,2,2,1,2.238938093185425,4,2,1,2,4
510,4,2,1,2.238938093185425,2,1,0,2,2
510,2,2,1,2.238938093185425,3,0,2,1,1
510,4,2,1,2.238938093185425,3,1,3,2,3
510,4,3,1,2.238938093185425,2,2,2,1,1
510,4,2,1,2.238938093185425,2,0,1,4,4
510,1,0,1,2.238938093185425,3,1,2,1,2
510,3,4,1,2.238938093185425,3,3,3,2,2
510,2,4,1,2.238938093185425,3,1,4,1,1
510,4,5,1,2.238938093185425,2,2,0,2,0
510,4,3,1,2.238938093185425,2,2,3,2,0
510,4,4,1,2.238938093185425,1,2,1,1,2
510,4,4,1,2.238938093185425,2,3,2,1,2
510,4,2,1,2.238938093185425,4,2,3,0,4
510,3,1,1,2.238938093185425,1,2,2,1,1
510,4,4,1,2.238938093185425,0,1,2,1,2
510,4,2,1,2.238938093185425,2,3,2,2,3
510,4,2,1,2.238938093185425,0,0,2,2,2
510,1,3,1,2.238938093185425,0,2,1,2,1
510,3,2,1,2.238938093185425,4,2,2,0,3
510,1,3,1,2.238938093185425,4,3,0,3,2
510,1,1,1,2.238938093185425,3,0,0,4,2
510,2,3,1,2.238938093185425,2,3,2,3,0
510,2,1,1,2.238938093185425,1,1,2,3,4
510,4,5,1,2.238938093185425,1,2,3,3,2
510,4,1,1,2.238938093185425,1,2,4,1,2
510,2,1,1,2.238938093185425,4,2,1,1,2
510,4,1,1,2.238938093185425,3,0,4,3,2
510,3,2,1,2.238938093185425,2,1,1,4,3
510,4,4,1,2.238938093185425,2,4,3,3,2
510,4,4,1,2.238938093185425,4,2,2,0,3
510,3,3,1,2.238938093185425,1,2,0,3,3
510,1,1,1,2.238938093185425,2,2,2,3,0
510,4,3,1,2.238938093185425,2,4,4,4,2
510,2,2,1,2.238938093185425,0,2,2,3,2
510,1,3,1,2.238938093185425,3,2,2,1,3
510,3,2,1,2.238938093185425,0,3,2,3,1
510,4,3,1,2.238938093185425,1,1,3,3,2
510,2,1,1,2.238938093185425,2,3,1,2,3
510,3,2,1,2.238938093185425,4,3,1,1,0
510,4,1,1,2.238938093185425,1,3,2,0,1
510,4,4,1,2.238938093185425,0,0,0,3,2
510,4,3,1,2.238938093185425,1,2,2,2,3
510,2,2,1,2.238938093185425,4,2,1,0,2
510,4,2,1,2.238938093185425,3,0,2,2,1
510,1,2,1,2.238938093185425,2,2,2,3,2
510,3,2,1,2.238938093185425,1,1,3,1,3
510,2,1,1,2.238938093185425,1,2,2,4,1
510,2,3,1,2.238938093185425,3,2,2,2,3
510,4,1,1,2.238938093185425,2,3,1,1,3
510,2,2,1,2.238938093185425,2,2,3,0,2
510,1,2,1,2.238938093185425,1,0,4,3,1
510,4,2,1,2.238938093185425,3,0,4,2,2
510,3,3,1,2.238938093185425,2,3,4,0,3
510,1,0,1,2.238938093185425,4,2,2,1,3
510,4,1,1,2.238938093185425,3,3,2,2,1
510,4,4,1,2.238938093185425,1,2,3,2,2
510,3,2,1,2.238938093185425,3,2,2,0,4
510,1,1,1,2.238938093185425,3,1,3,3,2
510,4,3,1,2.238938093185425,2,2,2,4,1
510,3,3,1,2.238938093185425,3,3,2,2,0
510,4,2,1,2.238938093185425,2,0,1,2,3
510,3,2,1,2.238938093185425,3,3,2,3,2
510,4,5,1,2.238938093185425,2,1,1,3,1
510,1,3,1,2.238938093185425,2,0,1,2,1
510,4,4,1,2.238938093185425,3,2,2,2,1
510,1,2,1,2.238938093185425,2,2,0,3,1
510,4,5,1,2.238938093185425,2,3,3,2,2
510,1,0,1,2.238938093185425,3,2,3,1,4
510,3,0,1,2.238938093185425,3,3,0,1,3
510,4,3,1,2.238938093185425,2,0,2,2,3
510,1,2,1,2.238938093185425,1,2,3,1,2
510,4,3,1,2.238938093185425,4,2,2,2,1
510,1,1,1,2.238938093185425,1,1,2,2,2
510,3,2,1,2.238938093185425,3,3,2,1,2
510,3,3,1,2.238938093185425,1,1,1,3,1
510,4,1,1,2.238938093185425,3,1,2,2,3
510,4,0,1,2.238938093185425,1,2,1,1,2
510,1,1,1,2.238938093185425,4,2,2,2,2
510,2,2,1,2.238938093185425,2,2,1,4,0
510,2,0,1,2.238938093185425,4,1,1,2,2
510,4,1,1,2.238938093185425,1,3,1,3,2
510,1,1,1,2.238938093185425,4,1,1,1,1
510,4,3,1,2.238938093185425,1,1,2,2,2
510,4,2,1,2.238938093185425,2,4,2,2,1
510,4,4,1,2.238938093185425,0,3,4,3,1
510,1,1,1,2.238938093185425,2,2,1,2,0
510,4,3,1,2.238938093185425,3,2,2,4,2
510,2,3,1,2.238938093185425,2,1,1,1,2
510,4,3,1,2.238938093185425,4,0,4,2,1
510,3,3,1,2.238938093185425,1,2,2,3,2
510,4,1,1,2.238938093185425,2,2,4,2,2
510,1,3,1,2.238938093185425,1,1,2,2,3
510,4,2,1,2.238938093185425,1,2,1,3,0
510,2,3,1,2.238938093185425,0,3,3,2,2
510,3,2,1,2.238938093185425,0,0,2,3,2
510,2,2,1,2.238938093185425,0,0,4,4,2
510,3,3,1,2.238938093185425,2,1,1,2,0
510,4,1,1,2.238938093185425,0,1,2,3,2
510,2,1,1,2.238938093185425,4,3,2,0,2
510,3,0,1,2.238938093185425,2,2,1,3,4
510,1,1,1,2.238938093185425,2,0,2,2,2
510,1,3,1,2.238938093185425,2,1,1,4,3
510,4,4,1,2.238938093185425,2,2,1,0,3
510,1,3,1,2.238938093185425,3,1,3,1,1
510,4,2,1,2.238938093185425,1,2,3,2,1
510,3,2,1,2.238938093185425,4,1,1,2,0
510,2,2,1,2.238938093185425,2,2,3,1,3
510,1,1,1,2.238938093185425,3,2,4,2,1
513,4,1,0,1.9090908765792847,3,1,2,2,1
513,2,3,0,1.9090908765792847,2,4,1,0,1
513,1,1,0,1.9090908765792847,2,2,2,2,3
513,2,3,0,1.9090908765792847,2,2,1,2,1
513,2,2,0,1.9090908765792847,2,2,2,2,4
513,1,0,0,1.9090908765792847,1,3,2,1,2
513,2,1,0,1.9090908765792847,2,2,3,2,0
513,3,3,0,1.9090908765792847,3,4,0,3,3
513,2,3,0,1.9090908765792847,0,2,2,2,2
513,2,4,0,1.9090908765792847,2,1,4,3,0
513,1,3,0,1.9090908765792847,0,2,2,2,3
513,1,1,0,1.9090908765792847,1,4,1,0,4
513,2,1,0,1.9090908765792847,2,4,2,3,3
513,3,3,0,1.9090908765792847,2,2,2,1,3
513,3,3,0,1.9090908765792847,2,1,2,1,0
513,2,1,0,1.9090908765792847,2,0,2,0,2
513,2,1,0,1.9090908765792847,0,2,1,1,2
513,2,1,0,1.9090908765792847,0,2,1,3,0
513,1,3,0,1.9090908765792847,3,1,2,2,4
513,2,1,0,1.9090908765792847,2,2,2,2,2
513,2,1,0,1.9090908765792847,0,2,1,3,2
513,3,1,0,1.9090908765792847,3,2,0,1,4
513,1,2,0,1.9090908765792847,1,3,3,1,1
513,2,3,0,1.9090908765792847,2,2,3,3,2
513,1,0,0,1.9090908765792847,3,0,4,3,3
513,3,3,0,1.9090908765792847,2,2,2,3,3
513,2,1,0,1.9090908765792847,2,2,3,2,2
513,1,2,0,1.9090908765792847,1,2,3,2,1
513,2,0,0,1.9090908765792847,4,4,2,2,2
513,1,4,0,1.9090908765792847,1,2,1,3,1
513,4,3,0,1.9090908765792847,2,3,4,1,0
513,1,1,0,1.9090908765792847,3,2,1,2,0
513,1,3,0,1.9090908765792847,1,2,2,3,2
514,1,0,1,1.8829786777496338,1,1,0,4,0
514,4,3,1,1.8829786777496338,3,0,2,2,3
514,3,1,1,1.8829786777496338,3,3,1,4,4
514,3,1,1,1.8829786777496338,0,1,0,4,2
514,2,3,1,1.8829786777496338,4,4,2,3,1
514,3,2,1,1.8829786777496338,2,2,1,3,4
514,4,4,1,1.8829786777496338,2,4,1,2,2
514,2,1,1,1.8829786777496338,2,2,0,3,2
514,4,1,1,1.8829786777496338,4,0,3,2,1
514,3,3,1,1.8829786777496338,4,1,1,1,1
514,2,0,1,1.8829786777496338,1,2,3,3,2
514,1,1,1,1.8829786777496338,1,1,2,4,1
514,4,2,1,1.8829786777496338,2,2,1,2,2
514,4,4,1,1.8829786777496338,2,2,3,2,2
514,1,3,1,1.8829786777496338,3,2,3,4,2
514,1,2,1,1.8829786777496338,4,2,0,1,3
514,4,3,1,1.8829786777496338,1,2,2,2,1
514,4,1,1,1.8829786777496338,2,2,2,3,3
514,3,2,1,1.8829786777496338,2,1,0,2,2
514,4,3,1,1.8829786777496338,4,1,1,1,2
514,4,4,1,1.8829786777496338,2,3,1,3,3
514,2,2,1,1.8829786777496338,3,0,4,2,0
514,4,2,1,1.8829786777496338,4,2,1,2,0
514,3,3,1,1.8829786777496338,1,1,3,2,2
514,4,2,1,1.8829786777496338,0,2,4,3,2
514,3,2,1,1.8829786777496338,3,2,2,3,0
514,2,1,1,1.8829786777496338,2,1,4,2,1
514,3,1,1,1.8829786777496338,1,2,1,1,2
514,4,0,1,1.8829786777496338,2,3,2,4,1
514,4,1,1,1.8829786777496338,1,0,2,1,2
514,4,4,1,1.8829786777496338,4,1,1,2,2
514,2,1,1,1.8829786777496338,0,2,1,2,2
514,2,3,1,1.8829786777496338,1,2,2,2,1
514,1,1,1,1.8829786777496338,2,1,1,3,3
514,4,2,1,1.8829786777496338,1,1,1,3,2
514,4,1,1,1.8829786777496338,3,0,2,1,2
514,4,1,1,1.8829786777496338,3,3,1,0,3
514,3,3,1,1.8829786777496338,2,4,4,2,1
514,1,3,1,1.8829786777496338,2,2,3,3,3
514,2,1,1,1.8829786777496338,1,2,4,1,1
514,2,4,1,1.8829786777496338,4,1,1,1,0
514,2,3,1,1.8829786777496338,2,3,0,2,1
514,4,6,1,1.8829786777496338,3,2,3,1,2
514,2,1,1,1.8829786777496338,2,2,3,2,3
514,4,1,1,1.8829786777496338,4,3,1,2,4
514,2,1,1,1.8829786777496338,1,3,1,1,2
514,3,1,1,1.8829786777496338,2,1,4,2,2
514,1,2,1,1.8829786777496338,1,2,4,0,3
514,3,1,1,1.8829786777496338,3,2,3,4,2
514,2,3,1,1.8829786777496338,3,0,1,3,2
514,3,1,1,1.8829786777496338,3,4,3,1,3
514,4,1,1,1.8829786777496338,2,2,2,2,1
514,3,3,1,1.8829786777496338,3,2,2,2,4
514,1,2,1,1.8829786777496338,4,2,2,1,2
514,2,1,1,1.8829786777496338,4,3,3,1,1
514,1,0,1,1.8829786777496338,2,2,3,0,2
514,4,1,1,1.8829786777496338,1,1,2,3,2
514,4,3,1,1.8829786777496338,2,2,1,2,3
514,2,4,1,1.8829786777496338,2,3,2,1,0
514,1,2,1,1.8829786777496338,4,1,1,0,1
514,3,3,1,1.8829786777496338,3,2,2,2,2
514,3,2,1,1.8829786777496338,0,1,3,2,3
514,4,1,1,1.8829786777496338,1,2,1,1,0
514,3,1,1,1.8829786777496338,2,2,1,3,3
514,2,0,1,1.8829786777496338,2,2,3,2,2
514,4,1,1,1.8829786777496338,2,1,4,1,1
514,1,1,1,1.8829786777496338,2,2,2,2,1
514,3,0,1,1.8829786777496338,0,4,1,2,2
514,4,4,1,1.8829786777496338,3,3,3,3,4
514,3,2,1,1.8829786777496338,4,2,1,2,3
514,3,2,1,1.8829786777496338,1,3,1,2,3
514,3,3,1,1.8829786777496338,2,0,3,2,2
514,4,2,1,1.8829786777496338,2,3,2,1,2
514,2,3,1,1.8829786777496338,2,2,0,3,2
514,3,2,1,1.8829786777496338,0,0,2,2,2
514,2,2,1,1.8829786777496338,1,2,2,3,3
514,3,0,1,1.8829786777496338,2,2,0,3,3
514,2,0,1,1.8829786777496338,2,2,1,2,2
514,3,1,1,1.8829786777496338,1,2,3,4,2
514,3,3,1,1.8829786777496338,1,2,1,2,1
514,4,1,1,1.8829786777496338,2,3,3,1,1
514,3,2,1,1.8829786777496338,2,3,3,2,1
514,3,1,1,1.8829786777496338,1,2,0,4,2
514,1,0,1,1.8829786777496338,2,0,3,0,3
514,3,1,1,1.8829786777496338,0,4,1,4,3
514,3,2,1,1.8829786777496338,2,1,0,3,2
514,3,3,1,1.8829786777496338,2,3,3,0,1
514,4,0,1,1.8829786777496338,1,2,1,3,4
514,4,2,1,1.8829786777496338,3,4,1,2,3
514,3,4,1,1.8829786777496338,1,4,2,3,3
514,1,1,1,1.8829786777496338,0,2,3,3,3
514,2,3,1,1.8829786777496338,0,4,0,2,4
514,2,4,1,1.8829786777496338,2,2,3,2,1
514,2,1,1,1.8829786777496338,4,3,2,1,1
515,3,3,0,2.1678831577301025,1,2,1,2,1
515,1,3,0,2.1678831577301025,2,3,1,2,3
515,4,4,0,2.1678831577301025,3,2,0,4,3
515,3,3,0,2.1678831577301025,3,3,0,2,3
515,2,2,0,2.1678831577301025,3,4,3,1,1
515,1,2,0,2.1678831577301025,4,3,2,1,3
515,4,3,0,2.1678831577301025,2,2,4,1,2
515,2,0,0,2.1678831577301025,2,2,3,2,4
515,1,1,0,2.1678831577301025,3,4,1,3,2
515,2,1,0,2.1678831577301025,1,2,4,2,2
515,2,1,0,2.1678831577301025,4,1,2,1,3
515,4,1,0,2.1678831577301025,0,0,1,2,3
515,2,2,0,2.1678831577301025,1,1,0,0,3
515,1,0,0,2.1678831577301025,0,2,4,0,1
515,4,3,0,2.1678831577301025,1,1,1,4,2
515,3,1,0,2.1678831577301025,2,2,1,1,0
515,1,1,0,2.1678831577301025,0,2,3,2,1
515,1,4,0,2.1678831577301025,2,2,3,0,4
515,2,2,0,2.1678831577301025,2,2,3,2,2
515,1,1,0,2.1678831577301025,1,2,1,1,2
515,4,3,0,2.1678831577301025,1,2,2,2,1
515,1,1,0,2.1678831577301025,3,1,2,2,1
515,3,3,0,2.1678831577301025,2,1,3,3,3
515,3,2,0,2.1678831577301025,2,0,2,2,1
515,2,3,0,2.1678831577301025,1,2,2,2,1
515,3,1,0,2.1678831577301025,3,3,1,3,1
515,1,1,0,2.1678831577301025,2,1,2,4,2
515,3,3,0,2.1678831577301025,1,2,3,0,2
515,2,2,0,2.1678831577301025,2,1,3,1,2
515,1,3,0,2.1678831577301025,0,2,3,4,3
515,2,3,0,2.1678831577301025,2,2,3,3,2
515,1,3,0,2.1678831577301025,1,0,2,2,2
515,3,2,0,2.1678831577301025,1,2,2,4,2
515,2,1,0,2.1678831577301025,2,0,3,2,4
515,1,2,0,2.1678831577301025,0,2,2,2,2
515,2,2,0,2.1678831577301025,2,2,2,2,1
515,2,1,0,2.1678831577301025,2,3,2,1,0
515,2,1,0,2.1678831577301025,3,2,1,2,3
515,3,3,0,2.1678831577301025,3,2,0,1,2
515,2,4,0,2.1678831577301025,2,2,1,3,2
515,2,3,0,2.1678831577301025,1,1,3,3,2
515,1,1,0,2.1678831577301025,2,3,2,0,2
515,3,3,0,2.1678831577301025,2,3,3,2,2
515,2,2,0,2.1678831577301025,2,3,3,2,2
515,1,2,0,2.1678831577301025,3,4,1,2,2
515,1,3,0,2.1678831577301025,2,3,2,2,2
515,2,2,0,2.1678831577301025,2,2,2,4,1
515,2,3,0,2.1678831577301025,3,1,2,1,2
515,4,2,0,2.1678831577301025,3,2,1,1,4
515,3,2,0,2.1678831577301025,2,3,3,2,2
515,4,3,0,2.1678831577301025,2,2,2,2,1
515,2,1,0,2.1678831577301025,2,2,4,3,1
515,4,3,0,2.1678831577301025,4,2,2,1,2
515,2,2,0,2.1678831577301025,3,0,1,2,2
515,1,3,0,2.1678831577301025,4,0,2,1,1
515,2,2,0,2.1678831577301025,2,4,0,4,4
515,2,2,0,2.1678831577301025,4,4,0,4,2
515,2,4,0,2.1678831577301025,3,1,3,1,3
515,3,3,0,2.1678831577301025,2,3,1,2,2
515,1,2,0,2.1678831577301025,2,1,1,3,0
515,1,1,0,2.1678831577301025,2,3,2,2,3
515,1,1,0,2.1678831577301025,1,2,0,2,2
515,3,1,0,2.1678831577301025,0,2,3,2,1
515,3,3,0,2.1678831577301025,1,4,2,1,2
515,4,4,0,2.1678831577301025,2,4,3,2,2
515,1,0,0,2.1678831577301025,1,2,4,1,4
515,2,2,0,2.1678831577301025,1,2,2,2,1
515,2,1,0,2.1678831577301025,4,3,1,3,2
515,4,4,0,2.1678831577301025,0,2,0,2,3
515,2,3,0,2.1678831577301025,2,2,2,1,2
515,2,4,0,2.1678831577301025,3,3,0,4,1
515,3,1,0,2.1678831577301025,2,2,0,2,4
515,2,1,0,2.1678831577301025,1,4,3,2,2
515,2,1,0,2.1678831577301025,2,2,2,1,0
515,2,1,0,2.1678831577301025,2,3,3,2,1
515,3,2,0,2.1678831577301025,2,1,2,2,0
515,1,1,0,2.1678831577301025,0,3,1,2,2
515,3,2,0,2.1678831577301025,3,2,2,0,3
515,1,2,0,2.1678831577301025,1,2,2,3,4
515,1,2,0,2.1678831577301025,0,2,1,4,2
515,3,4,0,2.1678831577301025,2,1,2,0,1
515,1,2,0,2.1678831577301025,3,0,1,3,3
515,4,3,0,2.1678831577301025,2,1,1,4,2
515,4,2,0,2.1678831577301025,3,2,3,0,3
515,3,2,0,2.1678831577301025,0,2,2,2,2
515,1,1,0,2.1678831577301025,3,3,2,1,2
515,2,5,0,2.1678831577301025,2,3,1,1,2
515,4,4,0,2.1678831577301025,2,3,2,2,1
515,1,1,0,2.1678831577301025,2,1,4,4,2
515,1,2,0,2.1678831577301025,1,2,2,3,3
515,3,4,0,2.1678831577301025,1,2,3,4,3
515,2,2,0,2.1678831577301025,1,1,2,2,0
515,3,3,0,2.1678831577301025,1,3,4,1,2
515,1,2,0,2.1678831577301025,3,0,2,0,1
515,1,2,0,2.1678831577301025,3,1,4,4,3
515,3,2,0,2.1678831577301025,2,3,1,1,2
515,3,1,0,2.1678831577301025,1,1,2,2,1
515,2,1,0,2.1678831577301025,3,3,3,2,1
515,2,2,0,2.1678831577301025,0,0,3,1,3
515,4,4,0,2.1678831577301025,2,2,3,3,2
515,2,1,0,2.1678831577301025,2,2,1,3,1
515,2,1,0,2.1678831577301025,1,1,2,1,2
